emp_no,first_name,last_name,title,from_date,to_date
205660,Kien,Barreiro,Staff,1997-08-25,1998-08-25
109062,Jamaludin,Kandlur,Engineer,1992-06-19,1993-06-19
444643,Berna,Schonegge,Staff,1998-06-28,1999-06-28
214995,Dinkar,Hoppenstand,Engineer,1994-05-04,1995-05-04
430631,Kersti,Marsiglia,Technique Leader,1994-02-19,1995-02-19
400358,Angus,Jullig,Senior Engineer,1989-04-13,1990-04-13
493744,Leni,Kropatsch,Assistant Engineer,1997-07-17,1998-07-17
229352,Kwangho,Petereit,Staff,1999-08-10,2000-05-06
473490,Pantung,Reeker,Senior Staff,1992-05-11,1993-05-11
80432,Stella,Figueira,Engineer,1990-03-14,1991-03-14
444228,Xinglin,Busillo,Senior Staff,1998-10-08,1999-06-11
212361,Claudi,Stanfel,Staff,1996-01-07,1997-01-06
95314,Rasiah,Koblick,Engineer,1991-08-21,1992-08-20
87353,Quingbo,Coombs,Staff,1999-01-17,2000-01-17
40301,Spyrose,Felder,Technique Leader,1996-06-16,1997-06-16
52040,Phule,Heijenga,Engineer,1992-02-22,1993-02-21
288560,Yifei,Birjandi,Staff,1994-02-07,1995-02-07
430631,Kersti,Marsiglia,Staff,1994-02-19,1995-02-19
410028,Xiadong,McClurg,Staff,1985-09-17,1986-09-17
288606,Susumu,Swiss,Technique Leader,1991-11-15,1992-11-14
456982,Shounak,Dratva,Senior Engineer,1989-01-05,1990-01-05
52956,Khalil,Picci,Technique Leader,1987-03-21,1988-03-20
288665,Horward,Khasidashvili,Senior Staff,1998-11-19,1999-11-19
209945,Roded,Veevers,Senior Staff,1990-10-23,1991-10-23
483825,Marek,Mitchem,Staff,1992-11-20,1993-11-20
47262,Gonzalo,Binkley,Senior Staff,1985-08-16,1986-08-16
408114,Geoffrey,Ladret,Staff,1994-01-03,1995-01-03
424845,Salvador,Peres,Senior Engineer,1995-04-24,1996-04-23
282333,Nahla,Serdy,Senior Staff,1993-09-09,1994-09-09
272316,Surveyors,Muhling,Staff,1999-07-19,2000-07-18
468773,Baziley,Brookner,Technique Leader,1993-09-22,1994-09-22
442312,Zengping,Cusworth,Technique Leader,1991-06-07,1992-06-06
285396,Lena,Kohling,Senior Staff,1986-10-04,1987-10-04
429040,Bader,Detkin,Assistant Engineer,1993-10-24,1994-10-24
258643,Przemyslawa,Esposito,Staff,1992-02-27,1993-02-26
408417,Tsz,Daescu,Senior Staff,1994-01-29,1995-01-29
279280,Niranjan,Debuse,Staff,1992-09-21,1993-09-21
420681,Atilio,Rajala,Assistant Engineer,1999-12-01,2000-11-30
429238,Mona,Luck,Staff,1989-05-11,1990-05-11
422450,Junichi,Rubsam,Senior Staff,1988-10-30,1989-10-29
420557,Mabhin,Eastman,Engineer,1989-08-02,1990-08-02
233765,Kotesh,Chachaty,Assistant Engineer,1991-03-25,1992-03-24
298953,Zita,Syang,Senior Engineer,1998-12-29,1999-12-29
441954,Leszek,Marchegay,Technique Leader,1999-06-13,2000-06-12
58990,Palash,Trelles,Senior Staff,1998-11-18,1999-11-18
402223,Fai,Breugel,Assistant Engineer,1995-02-27,1996-02-27
53597,Jiafu,Marchegay,Engineer,1985-03-02,1986-03-02
103196,Djenana,Albarhamtoshy,Technique Leader,1988-07-16,1989-07-16
244820,Shigenori,Hertweck,Technique Leader,1987-04-13,1988-04-12
494978,Bezalel,Himler,Senior Staff,1999-07-09,2000-07-08
461120,Shietung,Gelosh,Assistant Engineer,1996-03-26,1997-03-26
485799,Yoshimitsu,Litvinov,Senior Engineer,1997-11-22,1998-11-22
44054,Alenka,Ritcey,Technique Leader,1997-02-09,1998-02-09
280411,Hironoby,Farrar,Senior Staff,1987-11-03,1988-11-02
435357,Jaques,Standera,Assistant Engineer,1997-10-02,1998-03-11
88357,Manohar,Karcich,Senior Staff,1998-08-07,1999-08-07
246146,Zhongwei,Melski,Assistant Engineer,1987-09-04,1988-09-03
210786,Werner,Ranze,Assistant Engineer,1998-06-05,1999-06-05
87783,Conor,Thorensen,Engineer,1988-02-24,1989-02-23
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,1999-09-14
91229,Yahiko,Hebden,Senior Staff,1996-10-03,1997-10-03
431576,Masamitsu,Back,Staff,1987-03-25,1988-03-24
257484,Shaowei,Nicolson,Senior Engineer,1986-12-07,1987-12-07
86354,Ronghao,Segond,Senior Engineer,1993-09-13,1994-09-13
28193,Xinglin,Mitsuhashi,Senior Engineer,1988-12-14,1989-12-14
442096,Martijn,DiGiano,Engineer,1990-06-15,1991-06-15
425757,Yongdong,Jiang,Engineer,1990-10-13,1991-10-13
22185,Huai,Birch,Engineer,1996-03-26,1997-03-26
431759,Alassane,Ramsay,Staff,1987-11-05,1988-11-04
229098,Berry,Yurek,Staff,1995-08-16,1996-08-15
103196,Djenana,Albarhamtoshy,Senior Staff,1988-07-16,1989-07-16
413205,Mototsugu,Prampolini,Staff,1988-06-12,1989-06-12
78871,Conor,Ghandeharizadeh,Technique Leader,1985-05-25,1986-05-25
426683,Xudong,Muntz,Senior Engineer,1991-03-08,1992-03-07
21909,Mohammed,Brizzi,Senior Engineer,1991-12-28,1992-12-27
463099,Jinxi,Schmiedel,Senior Engineer,1990-09-21,1991-09-21
429316,Seshu,Hiraishi,Engineer,1994-08-10,1995-08-10
458726,Shahaf,Kitai,Assistant Engineer,1986-12-26,1987-12-26
217363,Horward,Marzano,Engineer,1996-04-11,1997-04-11
452206,Arra,Esposito,Senior Engineer,1994-11-03,1995-11-03
24394,Zhonghui,Conta,Engineer,1994-09-10,1995-09-10
241728,Limsoon,Boudaillier,Staff,1995-08-12,1996-08-11
275495,Shen,Yamaashi,Staff,1995-02-19,1996-02-19
266689,Parke,Serna,Staff,1985-03-29,1986-03-29
243898,Arch,Basawa,Staff,1998-05-10,1999-05-10
482354,Jayson,Zockler,Staff,1999-11-06,2000-11-05
276189,Isaac,Klerer,Technique Leader,1995-03-19,1996-03-18
76178,Chiradeep,Meriste,Senior Staff,1988-05-23,1989-05-23
210529,Adam,Besancenot,Senior Staff,1990-09-27,1991-09-27
443339,Shir,Krone,Senior Engineer,1996-10-02,1997-10-02
254787,Mohan,Chepyzhov,Assistant Engineer,1995-04-06,1996-04-04
447135,Gennady,Rouquie,Staff,1989-08-24,1990-08-24
259273,Xiahua,Gomatam,Assistant Engineer,1989-12-01,1990-12-01
222311,Miyeon,Billingsley,Senior Engineer,1992-12-05,1993-12-05
432034,Arfst,Uehara,Technique Leader,1993-11-15,1994-11-15
280525,Kish,Herbst,Assistant Engineer,1996-08-18,1997-08-18
224135,Annemarie,Bressoud,Assistant Engineer,1998-06-23,1999-06-23
31514,Harngdar,Schapire,Technique Leader,1996-11-09,1997-11-09
400683,Kamakshi,Manders,Technique Leader,1995-08-05,1996-08-04
55799,Jianwen,Litzler,Staff,1987-06-17,1988-06-16
55799,Jianwen,Litzler,Assistant Engineer,1987-06-17,1988-06-16
233397,Fay,Sundgren,Technique Leader,1990-07-07,1991-07-07
94944,Heping,Matheson,Assistant Engineer,1988-06-24,1989-06-24
104845,Werner,Lodder,Senior Engineer,1992-06-17,1993-06-17
60000,Heekeun,Emmart,Engineer,1995-09-23,1996-09-22
22451,Jasminko,Bresenham,Senior Engineer,1987-12-16,1988-12-15
14551,Richard,Sinitsyn,Senior Engineer,1993-06-27,1993-09-16
201229,Alejandra,Khasidashvili,Engineer,1994-07-30,1995-07-30
34780,Moni,Kohling,Technique Leader,1994-07-21,1995-07-21
429520,Yongqiao,Francisci,Senior Staff,1999-12-01,2000-11-30
265558,Susuma,Kleiser,Senior Engineer,1987-08-02,1988-08-01
469366,Aiman,Wilfing,Senior Engineer,1990-12-30,1991-12-30
471939,Kazuhiko,Marshall,Technique Leader,1999-11-16,2000-11-15
106710,Babette,Anandan,Senior Staff,1986-11-22,1987-11-22
497660,Gritta,Petereit,Staff,1985-04-06,1986-04-06
89048,Otmar,Birjandi,Senior Engineer,1985-03-23,1986-03-23
290478,Tsvetan,Sherertz,Staff,1989-08-07,1990-08-07
46834,Tooru,Daescu,Technique Leader,1998-03-20,1999-03-20
469366,Aiman,Wilfing,Technique Leader,1990-12-30,1991-12-30
263186,Danny,Lowrie,Staff,1995-09-13,1996-09-12
200052,Slavian,Cincotta,Engineer,1992-05-30,1993-05-30
448994,Haldun,Syang,Assistant Engineer,1997-02-11,1998-02-11
92841,Claude,Candan,Assistant Engineer,1993-08-04,1994-08-04
77815,Ronghao,Picaronny,Assistant Engineer,1993-06-09,1994-06-09
78106,Ashish,Ratnaker,Senior Engineer,1986-11-10,1987-11-10
458790,Ramya,Azadmanesh,Technique Leader,1988-11-19,1989-11-19
293154,Syozo,Maliniak,Assistant Engineer,1992-11-09,1993-11-09
240340,Mack,Staylopatis,Staff,1985-04-02,1986-04-02
476055,Girolamo,Schlumberger,Assistant Engineer,1993-03-07,1994-03-07
448900,Mart,Talmor,Assistant Engineer,1999-05-11,2000-05-10
437870,Kerhong,Lorho,Senior Engineer,1995-06-18,1996-06-17
205627,Stabislas,Broder,Engineer,1996-07-16,1997-07-16
213384,Pranas,Narwekar,Senior Staff,1985-09-26,1986-09-26
80067,Kazuhisa,Weiland,Assistant Engineer,1985-11-09,1986-11-09
257799,Sushant,Riefers,Senior Staff,1987-12-05,1988-12-04
65013,Chandrasekaran,Peral,Senior Engineer,1985-02-28,1986-02-28
404018,Valery,Babb,Staff,1998-10-19,1999-10-19
452970,Mari,Fargier,Senior Engineer,1992-08-18,1993-08-18
77815,Ronghao,Picaronny,Senior Staff,1993-06-09,1994-06-09
100865,Hisao,Peral,Assistant Engineer,1990-10-03,1991-10-03
272285,Gully,Mitchem,Technique Leader,1986-01-22,1987-01-22
235096,Sverrir,Gyimothy,Assistant Engineer,1987-03-21,1988-03-20
480178,Uinam,Rahier,Technique Leader,1991-02-10,1992-02-10
446306,Hercules,Kabayashi,Senior Engineer,1991-06-10,1992-06-09
450936,Yuriy,Ponthieu,Senior Engineer,1991-12-11,1992-12-10
441965,Claudi,Heijenga,Senior Staff,1988-08-30,1989-08-30
297804,Vasilis,Ginneken,Technique Leader,1985-09-13,1986-09-13
421074,Zhaofang,Falster,Engineer,1994-06-29,1995-06-29
228766,Nahla,Smailagic,Technique Leader,1991-11-22,1992-11-21
201801,Waiman,Genin,Engineer,1988-10-30,1989-10-29
483838,Sham,Kavanagh,Engineer,1997-12-18,1998-12-18
257799,Sushant,Riefers,Staff,1987-12-05,1988-12-04
483213,Phillip,Munch,Assistant Engineer,1991-09-02,1992-09-01
444487,Udi,Rullman,Staff,1994-04-09,1995-04-09
404573,Eberhardt,Spelt,Assistant Engineer,1997-07-05,1998-07-05
293746,Sanjay,Litecky,Staff,1995-08-27,1996-08-26
249780,Nechama,Gaughan,Senior Staff,1986-01-16,1987-01-16
228554,Bilhanan,Brendel,Engineer,1990-12-23,1991-12-23
476488,Yuping,Kuhnemann,Senior Staff,1986-12-13,1987-12-13
201180,Odinaldo,Bridgland,Senior Staff,1989-06-09,1990-06-09
62033,Heeju,Cappelli,Assistant Engineer,1987-01-15,1988-01-15
17970,Filipp,Carrere,Engineer,1989-01-09,1990-01-09
400780,Poornachandra,Asser,Senior Staff,1993-11-07,1994-11-07
488693,Jiong,Zultner,Staff,1993-03-10,1994-03-10
468773,Baziley,Brookner,Senior Staff,1993-09-22,1994-09-22
413554,Elvia,Schwartzburd,Engineer,1991-10-16,1992-10-15
449966,Mabry,Knightly,Assistant Engineer,1994-01-04,1995-01-04
430593,Janalee,Lanzelotte,Assistant Engineer,1997-12-01,1998-12-01
16461,Remmert,Schahn,Senior Staff,1986-09-06,1987-09-06
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,1994-05-10
450421,Selwyn,Munoz,Assistant Engineer,1989-07-05,1990-07-05
64790,Shin,Piveteau,Engineer,1985-04-19,1986-04-19
100916,Heejo,Aamodt,Technique Leader,1992-04-22,1993-04-22
278484,Koldo,Peternell,Senior Staff,1992-11-05,1993-04-06
86546,Oldrich,Woycyznski,Staff,1985-05-15,1986-05-15
18583,Stafford,Honglei,Engineer,1998-08-16,1999-08-16
31514,Harngdar,Schapire,Senior Staff,1996-11-09,1997-11-09
205660,Kien,Barreiro,Technique Leader,1997-08-25,1998-08-25
461120,Shietung,Gelosh,Staff,1996-03-26,1997-03-26
258124,Mariusz,Zolotykh,Technique Leader,1990-07-28,1991-07-28
29954,Pranay,Giarratana,Assistant Engineer,1992-09-29,1993-09-29
266862,Mart,Plumb,Senior Staff,1986-04-21,1987-04-21
32844,Tadahiko,Melton,Engineer,1995-01-07,1996-01-07
431882,Hideo,Varman,Assistant Engineer,1997-06-19,1998-06-19
430558,Xiong,Roisin,Technique Leader,1988-03-01,1989-03-01
232697,Barry,Ramsak,Assistant Engineer,1990-09-07,1991-09-07
242081,Tomokazu,Pargas,Engineer,1996-11-15,1997-11-15
85874,Pasqua,Taubman,Senior Engineer,1986-06-23,1987-06-23
460707,Yoshinari,Lanteri,Technique Leader,1996-12-25,1997-12-25
436558,Subir,Greibach,Senior Engineer,1992-05-24,1993-05-24
103196,Djenana,Albarhamtoshy,Staff,1988-07-16,1989-07-16
437369,Kazuhide,Biran,Senior Engineer,1995-01-25,1996-01-25
20129,Rafael,Skafidas,Senior Staff,1991-03-28,1992-03-27
34780,Moni,Kohling,Assistant Engineer,1994-07-21,1995-07-21
88422,Jungsoon,Birsak,Assistant Engineer,1985-04-03,1986-04-03
447982,Shiv,Baezner,Technique Leader,1990-12-17,1991-12-17
107828,Ramya,Walston,Senior Engineer,1989-02-03,1990-02-03
60959,Tetsushi,Sridhar,Senior Staff,1989-01-12,1990-01-12
13499,Kazuhiko,Sidou,Assistant Engineer,1991-09-01,1992-08-31
277420,Rayond,Schach,Staff,1995-04-22,1996-04-21
235017,Irena,Dratva,Senior Engineer,1991-09-07,1992-09-06
239581,Guangming,Marquardt,Staff,1997-06-06,1998-06-06
454791,Xiaoqiu,Pietracaprina,Engineer,1994-07-09,1995-07-09
276563,Gift,Solares,Staff,1995-08-01,1996-07-31
103172,Doowon,Highland,Senior Staff,1988-03-08,1989-03-08
440642,Snehasis,Kalsbeek,Technique Leader,1988-01-06,1989-01-05
282191,Alper,Shinomoto,Assistant Engineer,1997-10-20,1998-10-20
431882,Hideo,Varman,Staff,1997-06-19,1998-06-19
109062,Jamaludin,Kandlur,Assistant Engineer,1992-06-19,1993-06-19
79895,Fei,Murtagh,Technique Leader,1986-01-19,1987-01-19
221973,Sangeeta,Kalefeld,Senior Staff,1990-06-06,1991-06-06
414461,Somnath,Bierbaum,Assistant Engineer,1996-12-05,1997-12-05
18617,Surveyors,Crouzet,Staff,1989-04-24,1990-04-24
487008,Zhigen,Raney,Staff,1993-05-26,1994-05-26
434845,Takushi,Skogmar,Staff,1985-06-07,1986-06-07
222206,Stein,Uludag,Technique Leader,1988-01-30,1989-01-29
83280,Francesca,Ellozy,Assistant Engineer,1999-08-08,2000-08-07
246902,Shih,Shanbhogue,Senior Engineer,1998-04-19,1999-04-19
270716,Shunichi,Baer,Assistant Engineer,1998-02-04,1999-02-04
445514,Tuval,Albarhamtoshy,Senior Staff,1990-09-24,1991-09-24
25488,Ingmar,Basawa,Technique Leader,1991-11-09,1992-11-08
33722,Anwar,Collette,Staff,1994-03-22,1995-03-22
257484,Shaowei,Nicolson,Engineer,1986-12-07,1987-12-07
221367,Saddek,Farris,Staff,1990-11-06,1991-11-06
417128,Valeska,Rosenbaum,Assistant Engineer,1994-05-18,1995-05-18
57982,Paloma,Benzaken,Engineer,1989-10-17,1990-10-17
257624,Adhemar,Dalphin,Engineer,1990-06-02,1991-06-02
274813,Yefim,Pettey,Technique Leader,1993-08-07,1994-08-07
483825,Marek,Mitchem,Technique Leader,1992-11-20,1993-11-20
265558,Susuma,Kleiser,Senior Staff,1987-08-02,1988-08-01
435370,Conal,Basart,Technique Leader,1991-05-17,1992-05-16
284691,Theron,Ressouche,Senior Engineer,1988-08-17,1989-08-17
63444,Padma,Peres,Senior Staff,1985-02-20,1986-02-20
203599,Ewing,DiGiano,Senior Staff,2000-02-01,2001-01-31
17369,Yaghout,Kenevan,Technique Leader,1993-01-28,1994-01-28
244714,Poorav,Clouatre,Engineer,1996-05-06,1997-05-06
435226,Yinghua,Panwar,Senior Staff,1994-06-11,1995-06-11
428195,Hatsukazu,Rosca,Technique Leader,1986-10-13,1987-10-13
434845,Takushi,Skogmar,Assistant Engineer,1985-06-07,1986-06-07
94690,Kazuyasu,Sridhar,Senior Engineer,1999-12-22,2000-12-21
109598,Stamatina,Auyong,Technique Leader,1988-07-05,1989-07-05
82069,Yechezkel,Perfilyeva,Technique Leader,1994-11-03,1995-11-03
31568,Mark,Lalonde,Senior Staff,1996-11-24,1997-11-24
498635,Florian,Pezzoli,Technique Leader,1988-07-22,1989-07-22
76847,Mariusz,Weiland,Assistant Engineer,1989-08-16,1990-08-16
227354,Gio,Murtha,Senior Staff,1986-11-11,1987-11-11
74237,Jaihie,Vilarrasa,Assistant Engineer,1992-03-03,1993-03-03
38043,Michaela,Randi,Assistant Engineer,1985-11-23,1986-11-23
21188,Piyush,Danecki,Senior Staff,2000-01-08,2001-01-07
457337,Xumin,Beidas,Senior Engineer,1995-04-27,1996-04-26
276027,Holgard,Stavenow,Senior Engineer,1986-02-28,1987-02-28
433640,Monique,Baer,Senior Staff,1987-12-12,1988-12-11
427823,Jaques,Gecsei,Senior Engineer,1999-07-13,2000-07-12
213140,Tru,Danecki,Assistant Engineer,1997-03-31,1998-03-31
469527,Halsur,Ibel,Senior Engineer,1998-03-05,1999-03-05
455914,Peer,Angelopoulos,Engineer,1989-07-23,1990-07-23
433157,Tomofumi,Serna,Assistant Engineer,1999-10-23,2000-10-22
72194,Feiyu,Siepmann,Assistant Engineer,1998-10-01,1999-10-01
223593,Hidefumi,Moehrke,Senior Staff,1998-03-04,1999-03-04
83805,Manohar,Harllee,Technique Leader,1987-03-11,1988-03-10
415338,Shigeo,Emmart,Technique Leader,1995-12-24,1996-12-23
288142,Shay,Heystek,Engineer,1989-04-01,1990-04-01
481397,Luisa,Chelton,Assistant Engineer,1998-08-13,1999-08-13
471532,Feiyu,Decleir,Assistant Engineer,1998-09-13,1999-09-13
14476,Sastry,Marrevee,Engineer,1999-09-25,2000-09-24
288848,Vivian,Hennebert,Senior Engineer,1991-04-10,1992-04-09
490720,Younwoo,Samarati,Engineer,1996-08-19,1997-08-19
210292,Lihong,Zeilberger,Senior Staff,1996-04-28,1997-04-28
490720,Younwoo,Samarati,Senior Engineer,1996-08-19,1997-08-19
261662,Berni,Assaf,Senior Engineer,1989-09-08,1990-09-08
420086,Susuma,Kitsuregawa,Technique Leader,1985-05-28,1986-05-28
287583,Jovan,Hockney,Assistant Engineer,1990-06-21,1991-06-21
221973,Sangeeta,Kalefeld,Engineer,1990-06-06,1991-06-06
267304,Jordanka,Axelband,Engineer,1994-06-27,1995-06-27
211879,Gao,Ranze,Senior Engineer,1994-11-24,1995-11-24
216573,Ashish,Vidya,Assistant Engineer,1989-06-16,1990-06-16
19350,Satoru,Yoshizawa,Staff,1994-03-27,1995-03-27
214807,Prasadram,Qiwen,Senior Engineer,1992-09-04,1993-09-04
431657,Visit,Thiran,Engineer,1986-11-14,1987-11-14
92454,Visit,McFarlan,Senior Engineer,1987-10-22,1988-10-21
89664,Pranjal,Rossi,Staff,1998-07-07,1999-07-07
291612,Siamak,Gomatam,Assistant Engineer,1998-07-08,1999-07-08
103166,Waiman,Dalton,Senior Staff,1990-05-25,1991-05-25
424797,Theron,Itschner,Senior Staff,1985-05-16,1986-05-16
35044,Jiang,Waschkowski,Senior Staff,1989-05-27,1990-05-27
415234,Ewing,Baak,Staff,1993-10-05,1993-10-19
109062,Jamaludin,Kandlur,Senior Engineer,1992-06-19,1993-06-19
230354,Yinghua,Lorho,Senior Staff,1991-08-09,1992-08-08
421384,Renny,Bednarek,Staff,1987-06-01,1988-05-31
282000,Hideo,Ratnakar,Staff,1985-06-13,1986-06-13
210529,Adam,Besancenot,Engineer,1990-09-27,1991-09-27
265875,Fan,Marsiglia,Engineer,1989-09-03,1990-09-03
467918,Tsuneo,Skrikant,Senior Engineer,1997-10-21,1998-10-21
295476,Shawna,Chiodo,Senior Engineer,1999-01-22,1999-04-05
204425,Gretta,Huttel,Staff,1990-10-08,1991-10-08
211858,Domenico,Ratnaker,Assistant Engineer,1985-03-24,1986-03-24
498955,Nechama,Kandlur,Staff,1995-01-16,1996-01-16
442704,Terresa,Milicia,Senior Staff,1993-05-24,1994-05-24
215746,Sven,Speer,Staff,1999-07-08,2000-07-07
228766,Nahla,Smailagic,Staff,1991-11-22,1992-11-21
38593,Huei,Orsini,Assistant Engineer,1986-06-04,1987-06-04
240340,Mack,Staylopatis,Senior Engineer,1985-04-02,1986-04-02
218022,Mokhtar,Poupard,Senior Engineer,1992-02-02,1993-02-01
214995,Dinkar,Hoppenstand,Technique Leader,1994-05-04,1995-05-04
92438,Aria,Kilgore,Senior Staff,1989-02-27,1990-02-27
44265,Maria,Eppinger,Staff,1997-01-30,1998-01-30
202031,Annemarie,Peternell,Staff,1994-03-13,1995-03-13
18424,Filipp,Rousseau,Engineer,1995-06-07,1996-06-06
241872,Bluma,Fetvedt,Engineer,1992-02-03,1993-02-02
421384,Renny,Bednarek,Engineer,1987-06-01,1988-05-31
28222,Mayuko,Vitiello,Senior Engineer,1993-12-22,1994-12-22
91973,Jianwen,Jakobus,Technique Leader,1998-08-24,1999-08-24
499194,Padma,Delgrange,Engineer,1998-01-02,1999-01-02
426228,Supot,Badache,Assistant Engineer,1996-08-17,1997-08-17
241728,Limsoon,Boudaillier,Assistant Engineer,1995-08-12,1996-08-11
96767,Arumugam,Vecchio,Staff,1985-08-14,1986-08-14
297232,Lokesh,Saoudi,Assistant Engineer,1999-05-25,2000-05-24
256216,Halsur,Brodal,Staff,1997-11-22,1998-11-22
202291,Ortrun,Schmiedel,Engineer,1997-07-18,1998-07-18
288560,Yifei,Birjandi,Technique Leader,1994-02-07,1995-02-07
275444,Limsoon,Leppanen,Senior Staff,1993-01-21,1994-01-21
252392,Sanjeeva,Peron,Senior Engineer,1993-12-26,1994-12-26
260399,Hatem,Birsak,Engineer,1989-04-10,1990-04-10
91462,Siamak,Janocha,Senior Engineer,1997-08-26,1998-03-21
228575,Takanari,Pelc,Technique Leader,1990-08-18,1991-08-18
466064,Temple,Danlos,Senior Staff,1994-06-13,1995-06-13
72918,Takahira,Szilard,Staff,1988-01-16,1989-01-15
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,1996-06-03
84922,Parke,Unno,Engineer,1996-07-01,1997-07-01
61253,Cheong,Uhrik,Senior Engineer,1996-06-04,1997-06-04
259611,Shuichi,Marrakchi,Technique Leader,1990-08-21,1991-08-21
43358,Ottavia,Mitsuhashi,Senior Staff,1989-08-18,1990-08-18
473824,Shin,Puoti,Senior Staff,1996-12-20,1997-12-20
92454,Visit,McFarlan,Staff,1987-10-22,1988-10-21
478858,Hidekazu,Perna,Staff,1999-11-08,2000-11-07
452196,Bartek,Snyers,Staff,1987-01-14,1988-01-14
97018,Jeanna,Chinen,Assistant Engineer,1989-01-01,1990-01-01
11015,Jeanna,Riesenhuber,Senior Engineer,1998-03-14,1999-03-14
72918,Takahira,Szilard,Senior Staff,1988-01-16,1989-01-15
498635,Florian,Pezzoli,Staff,1988-07-22,1989-07-22
477969,Bluma,Mundy,Staff,1991-10-18,1992-10-17
413554,Elvia,Schwartzburd,Assistant Engineer,1991-10-16,1992-10-15
210017,Shalesh,Lovengreen,Senior Staff,1990-09-29,1991-09-29
457653,Yakichi,Naumovich,Senior Staff,1988-06-12,1988-07-03
28222,Mayuko,Vitiello,Staff,1993-12-22,1994-12-22
275444,Limsoon,Leppanen,Senior Engineer,1993-01-21,1994-01-21
409805,Frazer,Candan,Engineer,1999-03-05,2000-03-04
68416,Munenori,Debuse,Engineer,1990-11-08,1991-11-08
429481,Subhada,Emmerich,Senior Engineer,1996-03-06,1997-03-06
222770,Kazuhiko,Kushner,Senior Staff,1995-08-01,1996-07-31
294461,Siddarth,Rosiles,Technique Leader,1985-11-18,1986-11-18
465085,Vidar,Gunderson,Technique Leader,1996-03-18,1997-03-18
458790,Ramya,Azadmanesh,Staff,1988-11-19,1989-11-19
62033,Heeju,Cappelli,Senior Staff,1987-01-15,1988-01-15
48882,Leen,Lamparter,Technique Leader,1993-06-07,1994-06-07
496978,Danco,Debuse,Engineer,1993-09-10,1994-09-10
425757,Yongdong,Jiang,Assistant Engineer,1990-10-13,1991-10-13
280648,Heeju,Lorys,Staff,1986-12-27,1987-12-27
292901,Shuky,Journel,Senior Staff,1985-02-14,1986-02-14
222770,Kazuhiko,Kushner,Staff,1995-08-01,1996-07-31
89590,Guther,Rothenberg,Engineer,1991-08-08,1992-08-07
59640,Zita,Hiltgen,Staff,1999-01-26,2000-01-26
494088,Phule,Dahlbom,Senior Engineer,1989-02-06,1990-02-06
466367,Hiroyasu,Strandh,Staff,1989-06-05,1990-06-05
90292,Koichi,Assaf,Staff,1990-05-26,1991-05-26
472440,Xuejia,Leppanen,Senior Staff,1998-08-25,1999-08-25
90692,Rajmohan,DasSarma,Technique Leader,1985-09-14,1986-09-14
295262,Moon,Pews,Technique Leader,1994-08-06,1995-08-06
79171,Guiseppe,Ellozy,Senior Engineer,1991-01-12,1992-01-12
238422,Vishv,Angelov,Engineer,1988-03-08,1989-03-08
99373,Xiaobin,Christianini,Staff,1985-12-25,1986-12-25
468659,Ranga,Lemarechal,Technique Leader,1989-11-05,1990-11-05
263439,Atreye,Kabayashi,Technique Leader,1986-12-15,1987-12-15
415563,Mrinalini,Bierbaum,Engineer,1986-03-12,1987-03-12
109598,Stamatina,Auyong,Senior Engineer,1988-07-05,1989-07-05
66382,Domenico,Candan,Staff,1997-07-13,1998-07-13
425437,Moni,Staudhammer,Staff,1999-03-23,2000-03-22
216246,Francoise,Rullman,Senior Engineer,1997-12-30,1998-12-30
228554,Bilhanan,Brendel,Senior Engineer,1990-12-23,1991-12-23
88965,Mang,Hedayat,Senior Engineer,1995-05-22,1996-05-21
465076,Tokuyasu,Ghelli,Engineer,1985-05-05,1986-05-05
29265,Gilbert,Calkin,Assistant Engineer,1988-03-21,1989-03-21
296718,Kamakshi,Bahl,Technique Leader,1987-12-22,1988-12-21
264322,Leandro,Swist,Assistant Engineer,1991-01-06,1992-01-06
431353,Bedir,Reeken,Engineer,1991-02-17,1992-02-17
426706,Karsten,Kawashima,Staff,1994-03-15,1995-03-15
30035,Tetsushi,Conta,Senior Engineer,1995-07-04,1996-07-03
468659,Ranga,Lemarechal,Senior Staff,1989-11-05,1990-11-05
233114,Alselm,Gargeya,Technique Leader,1987-12-25,1988-12-24
21534,Alagu,Luders,Technique Leader,1996-04-03,1997-04-03
277777,Herbert,Itzigehl,Senior Staff,1990-07-04,1991-07-04
249799,Jolita,Neimat,Staff,1993-12-27,1994-12-27
471397,Nigel,Zirintsis,Engineer,1999-01-03,2000-01-03
274369,Ranga,Waymire,Senior Engineer,1997-01-27,1998-01-27
472143,Yahiko,Sommen,Staff,1996-08-14,1997-08-14
497007,Oldrich,Adachi,Senior Engineer,1997-04-03,1998-04-03
481790,Haldun,Erie,Staff,1996-09-12,1997-09-12
454825,Kamakshi,Schusler,Technique Leader,1995-05-25,1996-05-24
204471,Franziska,Maginnis,Senior Engineer,1986-02-17,1987-02-17
27620,Shuji,Kandlur,Engineer,1990-03-02,1991-03-02
229248,Harjit,Terekhov,Staff,1995-10-19,1996-10-18
278883,Hidefumi,Saoudi,Technique Leader,1990-09-15,1991-09-15
241917,Wuxu,Poupard,Technique Leader,1994-02-15,1995-02-15
44054,Alenka,Ritcey,Senior Engineer,1997-02-09,1998-02-09
